name,latitude,longitude,inhabitedSince,inhabitedUntil,wikipedia,access,addr.city,alt_name,alt_name.ar,alt_name.cs,alt_name.el,alt_name.en,alt_name.he,civilizations,denomination,desc,description,description.de,description.en,description.he,description.hu,designation,ele,heritage,historic.civilization,historic.era,historic.period,image,image1,image2,image3,image4,image5,image6,image_1,image_2,inscription,int_name,is_in,layer,link,man_made,mapillary,name.ar,name.ar1,name.be,name.bg,name.bn,name.br,name.ca,name.ckb,name.cs,name.de,name.el,name.en,name.en1,name.en2,name.en3,name.en4,name.en5,name.en6,name.eo,name.es,name.fi,name.fr,name.gu,name.he,name.he1,name.he2,name.he3,name.hi,name.hu,name.hy,name.id,name.it,name.ja,name.ka,name.kn,name.ko,name.ku,name.la,name.lt,name.ml,name.mn,name.mr,name.nl,name.no,name.pa,name.pl,name.pt,name.ro,name.ru,name.sl,name.sr,name.tr,name.uk,name.vi,name.zh,name_local,natural,old_name,old_name.fr,place,ref.whc,reference,religion,short_name.cs,site_type,start_date,url,website,website1,whc.criteria,whc.inscription_date,wiki.en,wikidata,wikipedia.en,wpt_description
עפיפון סמר מרכז,29.8305054,35.0168266,,,,,,,,,,,,,,,אתר צייד קדום שבו שתי חומות היוצרות מעיין משפך שמוביל למכלאת צייד.,,,אתר צייד קדום שבו שתי חומות היוצרות מעיין משפך שמוביל למכלאת צייד.,,,,,prehistoric,,,https://upload.wikimedia.org/wikipedia/commons/f/f6/Israel_Hiking_Map_עפיפון_5.jpeg,https://upload.wikimedia.org/wikipedia/commons/b/b6/Israel_Hiking_Map_עפיפון_6.jpeg,https://upload.wikimedia.org/wikipedia/commons/7/74/Israel_Hiking_Map_עפיפון_7.jpeg,https://upload.wikimedia.org/wikipedia/commons/0/0b/Israel_Hiking_Map_עפיפון_9.jpeg,,,,,,,,,,,,,,,,,,,,,,,,Samar Desert Kite West A,,,,,,,,,,,,עפיפון סמר מרכז,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desert_Kite,,,,,,,,,,
עפיפון סמר מערב,29.8305321,35.0140533,,,,,,,,,,,,,,,אתר צייד קדום שבו שתי חומות היוצרות מעיין משפך שמוביל למכלאת צייד.,,,אתר צייד קדום שבו שתי חומות היוצרות מעיין משפך שמוביל למכלאת צייד.,,,,,prehistoric,,,https://upload.wikimedia.org/wikipedia/commons/9/92/Israel_Hiking_Map_עפיפון_10.jpeg,https://upload.wikimedia.org/wikipedia/commons/1/19/Israel_Hiking_Map_עפיפון_11.jpeg,https://upload.wikimedia.org/wikipedia/commons/d/db/Israel_Hiking_Map_עפיפון_12.jpeg,https://upload.wikimedia.org/wikipedia/commons/a/ac/Israel_Hiking_Map_עפיפון_13.jpeg,,,,,,,,,,,,,,,,,,,,,,,,Samar Desert Kite West B,,,,,,,,,,,,עפיפון סמר מערב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desert_Kite,,,,,,,,,,
*منطار 1,31.9253639,35.1611832,,,,,,,,,,,,,,,شبه مهدوم اسطواني مخروطي قطر علوي 5م ، قطر سفلي 7م ، ارتفاع 5.5م.,,,,,,,,,,,,,,,,,,,,,,,,,,,*منطار 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار4,31.9202946,35.1659724,,,,,,,,,,,,,,,قصر زراعي مهدم-غير واضح المعالم,,,,,,,,,,,,,,,,,,,,,,,,,,,*منطار4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار3,31.9203195,35.1660085,,,,,,,,,,,,,,,قصر رراعي شبه مهدوم- اسطواني الشكل,,,,,,,,,,,,,,,,,,,,,,,,,,,*منطار3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار2,31.9202411,35.1659379,,,,,,,,,,,,,,,قصر زراعي مهدم-غير واضح المعالم عرض 6,,,,,,,,,,,,,,,,,,,,,,,,,,,*منطار2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار6,31.9230445,35.1592241,,,,,,,,,,,,,,,قصر زراعي دائري اسطواني,,,,,,,,,,,,,,,,,,,,,,,,,,,*منطار6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار7,31.9224162,35.1589344,,,,,,,,,,,,,,,قصر زراعي دائري مخروطي,,,,,,,,,,,,,,,,,,,,,,,,,,,*منطار7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار5,31.9236521,35.1600289,,,,,,,,,,,,,,,قصر زراعي مربع ضلع 6.5 م وارتفاع 7.4 م,,,,,,,,,,,,,,,,,,,,,,,,,,,*منطار5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار 9,31.9207859,35.1669295,,,,,,,,,,,,,,,"قصر زراعي دائري مخروطي 
عرض 5م ، ارتفاع 4م.

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار8,31.9211809,35.1650673,,,,,,,,,,,,,,,قصر زراعي دائري اسطواني,,,,,,,,,,,,,,,,,,,,,,,,,,,*منطار8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار 11,31.9194746,35.1691503,,,,,,,,,,,,,,,قصر زراعي مربع,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار 10,31.9192743,35.1672191,,,,,,,,,,,,,,,قصر زراعي هرمي مقطوع,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار 13,31.9201497,35.1630312,,,,,,,,,,,,,,,قصر زراعي مهدم غير واضح المعالم,,,,,,,,,,,,,,,,,,,,,,,,,,,*منطار 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار 14,31.9195319,35.1632081,,,,,,,,,,,,,,,قصر زراعي هرمي مقطوع,,,,,,,,,,,,,,,,,,,,,,,,,,,*منطار 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار 15,31.9193882,35.1633414,,,,,,,,,,,,,,,قصر زراعي هرمي مقطوع,,,,,,,,,,,,,,,,,,,,,,,,,,,*منطار 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار15,31.9201358,35.1639057,,,,,,,,,,,,,,,قصر زراعي دائري اسطواني قطر 5 م وارتفاع 8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,*منطار15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار16,31.9174271,35.1646628,,,,,,,,,,,,,,,قصر زراعي غير موضح المعالم,,,,,,,,,,,,,,,,,,,,,,,,,,,*منطار16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار 17,31.9180139,35.1638158,,,,,,,,,,,,,,,قصر زراعي دائري اسطواني,,,,,,,,,,,,,,,,,,,,,,,,,,,*منطار 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار18,31.9175212,35.1637379,,,,,,,,,,,,,,,قصر زراعي دائري مخروطي,,,,,,,,,,,,,,,,,,,,,,,,,,,*منطار18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار19,31.9161378,35.1645187,,,,,,,,,,,,,,,قصر زراعي مهدم غير واضح المعالم,,,,,,,,,,,,,,,,,,,,,,,,,,,*منطار19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار20,31.9160646,35.1644325,,,,,,,,,,,,,,,قصر زراعي مهدم غير واضح المعالم,,,,,,,,,,,,,,,,,,,,,,,,,,,*منطار20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار21,31.9157926,35.1637669,,,,,,,,,,,,,,,قصر زراعي دائري مخروطي,,,,,,,,,,,,,,,,,,,,,,,,,,,*منطار21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار22,31.9150893,35.163908,,,,,,,,,,,,,,,قصر زراعي دائري مخروطي,,,,,,,,,,,,,,,,,,,,,,,,,,,*منطار22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار23,31.9144265,35.1647157,,,,,,,,,,,,,,,قصر زراعي دائري متراجع,,,,,,,,,,,,,,,,,,,,,,,,,,,*منطار23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار24,31.9142916,35.1631044,,,,,,,,,,,,,,,قصر زراعي مهدم-غير واضح المعالم,,,,,,,,,,,,,,,,,,,,,,,,,,,*منطار24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار25,31.9179365,35.1683962,,,,,,,,,,,,,,,"قصر زراعي مربع
مربع ضلع 4
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار 26,31.9161007,35.1668026,,,,,,,,,,,,,,,"قصر زراعي دائري متراجع
عرض 6م ، ارتفاع 4م.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار27,31.9157858,35.168141,,,,,,,,,,,,,,,"قصر زراعي مهدم-غير واضح المعالم
عرض 5
ارتفاع 3
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار 28,31.9133814,35.1658061,,,,,,,,,,,,,,,قصر زراعي دائري اسطواني,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار29,31.9130078,35.1646957,,,,,,,,,,,,,,,فصر زراعي دائري مخروطي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار29,31.9119683,35.1650942,,,,,,,,,,,,,,,قصر زراعي مربع,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار30,31.9132342,35.1668323,,,,,,,,,,,,,,,قصر زراعي دائري مخروطي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار31,31.9121413,35.1665641,,,,,,,,,,,,,,,قصر زراعي دائري مخروطي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار 32,31.9133569,35.1676686,,,,,,,,,,,,,,,قصر زراعي مهدوم-غير واضح المعالم.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار33,31.9134694,35.1692288,,,,,,,,,,,,,,,قصر زراعي دائري اسطواني,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار34,31.9128232,35.168916,,,,,,,,,,,,,,,"قصر زراعي دائري متراجع
قطر 5 
ارتفاع 4

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار35,31.9125616,35.1686452,,,,,,,,,,,,,,,قصر زراعي دائري مخروطي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار 36,31.9127403,35.1695367,,,,,,,,,,,,,,,"قصر زراعي مربع
مربع ضلع 6 متر
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار37,31.9125024,35.1697049,,,,,,,,,,,,,,,"قصر زراعي دائري اسطواني
 قطر 4.5 
ارفاع 5.5
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار38,31.9119157,35.1682198,,,,,,,,,,,,,,,"قصر زراعي دائري اسطواني
قطر 4.5
ارتفاع 6 
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار 39,31.9074441,35.1780426,,,,,,,,,,,,,,,"قصر زراعي دائري مخروطي
قطر 6 
ارتفاع 4

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار40,31.9063164,35.1788243,,,,,,,,,,,,,,,قصر زراعي دائري مخروطي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار41,31.9081059,35.1792071,,,,,,,,,,,,,,,"قصر زراعي دائري اسطواني 
عرض 5
ارتفاع 3
 

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار42,31.9083042,35.1798158,,,,,,,,,,,,,,,قصر زراعي مهدوم-غير واضح المعالم,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار43,31.9078775,35.1800281,,,,,,,,,,,,,,,قصر زراعي مهدوم-غير واضح المعالم,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار44,31.9059209,35.1826236,,,,,,,,,,,,,,,قصر زراعي مهدوم*غير واضح المعالم,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
*منطار45,31.905998,35.1827426,,,,,,,,,,,,,,,قصر زراعي مهدوم*غير واضح المعالم,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,عين_قينيا,,,,,,,,,,
הצלחות,29.7905044,34.932044,,,,,,,,,,,,,,,"פיר כרייה שנסתמו בסוף וכעת נראים כשקעים בקרקע. פזורים בחלקים גדולים מהאזור, אך בנקודה זו נראים היטב ויש שלט הסבר",,,"פיר כרייה שנסתמו בסוף וכעת נראים כשקעים בקרקע. פזורים בחלקים גדולים מהאזור, אך בנקודה זו נראים היטב ויש שלט הסבר",,,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/25/Israel_Hiking_Map_הצלחות.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,הצלחות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פירי כריה,29.7916667,34.9305556,,,,,,,,,,,,,,,"פיר בעומק 36 מטרים ובקוטר 90 ס""מ.
בסמוך אליו, פיר צר יותר אך פתוח. נסתם בסחף ומגיע לעומק של כשלושה-ארבעה מטרים.",,,"פיר בעומק 36 מטרים ובקוטר 90 ס""מ.
בסמוך אליו, פיר צר יותר אך פתוח. נסתם בסחף ומגיע לעומק של כשלושה-ארבעה מטרים.",,,,,,,,https://upload.wikimedia.org/wikipedia/commons/b/bb/Israel_Hiking_Map_פירי_כריה.jpeg,https://upload.wikimedia.org/wikipedia/commons/c/c6/Israel_Hiking_Map_פירי_כריה_1.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,פירי כריה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bezabde,37.4023023,42.0661099,,,en:Bezabde,,,,,,,,,,,,,,,,,,,,ancient_roman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fortification,,,,,,,,Q65088734,,
Talasıra Yeraltı Şehri,38.7431308,35.6791274,,,,,,Yeraltı Şehri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Untergrundstadt,,Underground City,,,,,,,,Ciudad subterránea,,Ville souterraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danalık Yeraltı Şehri,38.5098882,35.6614844,,,,,,Yeraltı Şehri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Untergrundstadt,,Underground City,,,,,,,,Ciudad subterránea,,Ville souterraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madaba Map,31.7176771,35.7941619,,,en:Madaba Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,خارطة مادبا,,Карта з Мадабы,Мадабска карта,,,,,Madabská mapa,Mosaikkarte von Madaba,,Madaba Map,,,,,,,Mozaika mapo de Madaba,Mapa de Madaba,Madaban kartta,Carte de Madaba,,מפת מידבא,,,,,,Մադաբյան քարտեզ,Peta Madaba,Mappa di Madaba,マダバ地図,,,마다바 지도,,,,,,,,Madabakartet,,Mapa z Madaby,Mapa de Madaba,,Карта из Мадабы,Zemljevid iz Madabe,,Madaba Haritası,Мадабська карта,,,خارطة مادبا,,,,,,,,,,,,,,,,,Q1346870,,
The Oil Press,32.2764668,35.8908653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L'huilerie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חאן צפיר,30.8992946,35.1305009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,חאן צפיר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מדרגות,31.815958,35.167654,,,,,,,,,,,,,,,מדרגות מהתקופה הביזנטית,,,מדרגות מהתקופה הביזנטית,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d2/Israel_Hiking_Map_מדרגות_8.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מדרגות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חורבת לוזה,31.816115,35.166417,,,he:נחל לוז,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/2a/Israel_Hiking_Map_%D7%97%D7%95%D7%A8%D7%91%D7%AA_%D7%9C%D7%95%D7%96%D7%94.jpeg,https://upload.wikimedia.org/wikipedia/commons/0/07/Israel_Hiking_Map_%D7%97%D7%95%D7%A8%D7%91%D7%AA_%D7%9C%D7%95%D7%96%D7%94_3.jpeg,https://upload.wikimedia.org/wikipedia/commons/4/4b/Israel_Hiking_Map_%D7%97%D7%95%D7%A8%D7%91%D7%AA_%D7%9C%D7%95%D7%96%D7%94_4.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,חורבת לוזה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מערת קבורה,31.78547,35.159538,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/cf/Israel_Hiking_Map_מערת_קבורה_1.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מערת קבורה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חורבת בית סילה (כנסיית תיאודורס),31.8784374,35.1563019,,,he:חורבת בית סילה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,חורבת בית סילה (כנסיית תיאודורס),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kemerarası,36.8257283,29.5628518,,,,,,Asar Kemer,,,,,,,,,,,,,,,,,ancient_greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Termessos Minor,,,,,,,,,,,,,,,Q6003016,,
חורבת דור,33.0690317,35.2724732,,,,,,,,,,,,,,,"כעשרה סרקופאגים חצובים מן התקופה הרומית. לרגליהם מכסים מאסיביים שהוסרו על ידי שודדי עתיקות. בקרבת מקום שרידי המחצבה ממנה נחצבו.
ההליכה לאתר רגלית בלבד ומסומנת ע""י רוג'ומים",,,"כעשרה סרקופאגים חצובים מן התקופה הרומית. לרגליהם מכסים מאסיביים שהוסרו על ידי שודדי עתיקות. בקרבת מקום שרידי המחצבה ממנה נחצבו.
ההליכה לאתר רגלית בלבד ומסומנת ע""י רוג'ומים",,,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/70/IHM_חורבת_דור.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,חורבת דור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מצד חלוקים,30.8883217,34.8021483,,,,,,,,,,,,,,,"מצדית חקלאית מתקופת הברזל, סביבות אלף לפנה""ס",,,"מצדית חקלאית מתקופת הברזל, סביבות אלף לפנה""ס",,,,,,,,https://upload.wikimedia.org/wikipedia/commons/a/a8/Israel_Hiking_Map_מצד_חלוקים.jpeg,https://upload.wikimedia.org/wikipedia/commons/1/18/Israel_Hiking_Map_מצד_חלוקים_1.jpeg,https://upload.wikimedia.org/wikipedia/commons/a/ae/Israel_Hiking_Map_מצד_חלוקים_2.jpeg,https://upload.wikimedia.org/wikipedia/commons/c/cc/Israel_Hiking_Map_מצד_חלוקים_3.jpeg,https://upload.wikimedia.org/wikipedia/commons/9/99/Israel_Hiking_Map_מצד_חלוקים_4.jpeg,https://upload.wikimedia.org/wikipedia/commons/3/3a/IHM_מצד_חלוקים.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מצד חלוקים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חורבת חצצה,30.897162,34.8272748,,,,,,,,,,,,,,,מקדש נבטי מהמאות 1-4 לספירה,,,מקדש נבטי מהמאות 1-4 לספירה,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/1c/Israel_Hiking_Map_חורבת_חצצה.jpeg,https://upload.wikimedia.org/wikipedia/commons/0/02/Israel_Hiking_Map_חורבת_חצצה_1.jpeg,https://upload.wikimedia.org/wikipedia/commons/b/be/Israel_Hiking_Map_חורבת_חצצה_2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,חורבת חצצה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חורבת הרועה,30.9077011,34.8533921,,,,,,,,,,,,,,,"מצד מהמאה ה-10 לפנה""ס ולידו בית ארבעה מרחבים שהשתמר בצורה יפה. נא להמנע מלטפס על קירות המבנה הרעוע.",,,"מצד מהמאה ה-10 לפנה""ס ולידו בית ארבעה מרחבים שהשתמר בצורה יפה. נא להמנע מלטפס על קירות המבנה הרעוע.",,,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/32/Israel_Hiking_Map_חורבת_הרועה.jpeg,,https://upload.wikimedia.org/wikipedia/commons/8/82/Israel_Hiking_Map_חורבת_הרועה_2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,Horvat Haro'e,,,,,,,,,,Horvat Haro'e,,חורבת הרועה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q86003115,,
